destination_unit_id,destination_name,analysis_anchor,donor_municipality_bfs_id,donor_municipality_name,donor_resort_listing_count,known_magic_exposure_from_resolved_links,same_as_treated_outcome_scope,minimum_resort_point_distance_km,within_15km,within_30km,within_50km,observed_pre_months,observed_post_months,has_36_observed_pre_months,has_24_observed_post_months,provisional_donor_30km_36pre,unresolved_membership_contamination_cleared,time_varying_confounders_available,causal_control_approved,screening_note
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,355,Köniz,1,False,False,76.841,False,False,False,58,99,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,561,Adelboden,2,False,False,22.472,False,True,True,58,101,True,True,False,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,562,Aeschi bei Spiez,1,False,False,46.298,False,False,True,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,567,Reichenbach im Kandertal,2,True,False,38.802,False,False,True,58,99,True,True,False,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,571,Beatenberg,1,False,False,53.146,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,573,Brienz (BE),1,True,False,62.143,False,False,False,58,101,True,True,False,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,576,Grindelwald,1,False,False,48.641,False,False,True,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,584,Lauterbrunnen,1,False,False,40.489,False,False,True,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,762,Diemtigen,3,True,False,37.411,False,False,True,58,100,True,True,False,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,783,Hasliberg,1,True,False,73.727,False,False,False,58,99,True,True,False,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,784,Innertkirchen,1,False,False,79.238,False,False,False,58,99,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,792,Lenk,1,False,False,27.073,False,True,True,58,101,True,True,False,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,843,Saanen,1,True,False,36.199,False,False,True,58,101,True,True,False,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,906,Schangnau,1,True,False,66.605,False,False,False,58,99,True,True,False,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,938,Sigriswil,1,True,False,55.761,False,False,False,58,101,True,True,False,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,1202,Andermatt,1,False,False,86.631,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,1301,Einsiedeln,3,False,False,131.91,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,1331,Küssnacht (SZ),1,False,False,113.008,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,1366,Morschach,1,False,False,114.571,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,1372,Schwyz,2,False,False,121.402,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,1402,Engelberg,1,False,False,89.767,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,1407,Sarnen,1,False,False,82.617,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,1501,Beckenried,1,True,False,102.215,False,False,False,58,99,True,True,False,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,1630,Glarus Nord,2,False,False,146.557,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,1631,Glarus Süd,2,False,False,131.692,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,1709,Unterägeri,1,False,False,122.115,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,2125,Bulle,1,False,False,60.211,False,False,False,58,99,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,2135,Gruyères,1,True,False,57.308,False,False,False,58,99,True,True,False,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,2299,Plaffeien,1,False,False,60.498,False,False,False,58,99,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,3022,Gais,1,False,False,188.289,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,3032,Heiden,1,False,False,197.423,False,False,False,58,100,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,3102,Gonten,2,False,False,177.168,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,3271,Buchs (SG),1,False,False,171.423,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,3291,Bad Ragaz,1,False,False,162.136,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,3295,Quarten,1,False,False,156.923,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,3311,Amden,1,False,False,155.356,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,3342,Eschenbach (SG),2,False,False,154.437,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,3359,Wildhaus-Alt St. Johann,1,False,False,166.218,False,False,False,58,101,True,True,True,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,3396,Neckertal,3,False,False,166.044,False,False,False,0,39,False,True,False,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,3543,Surses,2,False,False,153.741,False,False,False,22,101,False,True,False,False,False,False,"A provisional donor flag is only an upper-bound screen; unresolved membership, spillovers, and confounders remain."
