destination_unit_id,destination_name,first_analysis_anchor,pre_window_observed_months,active_post_window_observed_months_assumption,complete_24_pre_and_24_post_capacity_window,mean_available_beds_pre24,mean_available_beds_post24,available_beds_change_pct,mean_hotel_overnights_pre24,mean_hotel_overnights_post24,hotel_overnights_change_pct,mean_overnights_per_bed_pre24,mean_overnights_per_bed_post24,overnights_per_bed_change_pct,membership_continuity_assumed,causal_interpretation_approved,diagnostic_note
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2017-11-01,24,24,True,1057.0416666666667,1136.75,7.540699278647156,11324.291666666666,13184.416666666666,16.42597219104949,9.36383346053078,10.350361437630498,10.535513913804696,True,False,"Descriptive adjacent-window comparison; no seasonality, COVID, selection, trends, weather, or donor adjustment."
axalp,Axalp,2022-05-01,24,24,True,599.0416666666666,622.7916666666666,3.9646657856298173,6825.708333333333,8869.416666666666,29.941336979678535,10.715434308629881,13.668012406873373,27.554441688523788,True,False,"Descriptive adjacent-window comparison; no seasonality, COVID, selection, trends, weather, or donor adjustment."
bumbach,Bumbach,2023-05-01,24,24,True,95.54166666666667,110.75,15.918011338857397,992.6666666666666,1217.0833333333333,22.60745466756211,8.670713874999107,10.619334200824117,22.47358584214856,True,False,"Descriptive adjacent-window comparison; no seasonality, COVID, selection, trends, weather, or donor adjustment."
crans_montana,Crans-Montana,2017-11-01,10,24,False,1845.1,1823.9166666666667,-1.1480859212689376,17874.5,19013.083333333332,6.3698751480227855,9.203507237092422,9.529954642689862,3.5469891769278616,True,False,"Descriptive adjacent-window comparison; no seasonality, COVID, selection, trends, weather, or donor adjustment."
espace_dent_blanche,Espace Dent Blanche,2018-05-01,24,24,True,357.2916666666667,367.0833333333333,2.7405247813411027,2416.0,2501.75,3.5492549668874274,6.211739379002121,6.267985800565291,0.9054858572029367,True,False,"Descriptive adjacent-window comparison; no seasonality, COVID, selection, trends, weather, or donor adjustment."
les_pleiades,Les Pléiades,2018-05-01,0,24,False,,290.25,,,2999.0,,,9.972792244197164,,True,False,"Descriptive adjacent-window comparison; no seasonality, COVID, selection, trends, weather, or donor adjustment."
meiringen_hasliberg,Meiringen-Hasliberg,2025-05-01,24,15,False,1372.2916666666667,1400.2666666666667,2.0385608015788703,13744.458333333334,14856.866666666667,8.09350435175389,9.885436492956794,10.535602697573882,6.577010586030485,True,False,"Descriptive adjacent-window comparison; no seasonality, COVID, selection, trends, weather, or donor adjustment."
moleson,Moléson,2017-11-01,24,24,True,228.875,219.83333333333334,-3.9504824321864196,1883.9583333333333,1773.2916666666667,-5.874156806369557,8.154696362572363,7.9597566741860675,-2.3905205015481656,True,False,"Descriptive adjacent-window comparison; no seasonality, COVID, selection, trends, weather, or donor adjustment."
reichenbach_magic_portfolio,Reichenbach im Kandertal Magic Pass portfolio,2022-05-01,24,24,True,396.8333333333333,402.9166666666667,1.5329693406131994,2762.125,3288.5416666666665,19.058394050474426,6.818383640765714,8.014120697613203,17.536957728491885,True,False,"Descriptive adjacent-window comparison; no seasonality, COVID, selection, trends, weather, or donor adjustment."
saas_fee,Saas-Fee,2019-05-01,24,24,True,2067.7083333333335,1746.6666666666667,-15.526448362720402,26860.458333333332,22909.041666666668,-14.710905590777013,11.786990012893838,11.722321874325226,-0.5486399708311551,True,False,"Descriptive adjacent-window comparison; no seasonality, COVID, selection, trends, weather, or donor adjustment."
schwanden,Schwanden,2024-05-01,24,24,True,575.75,502.7083333333333,-12.686351136199159,11095.583333333334,8818.791666666666,-20.519801422487937,19.035046849625598,17.396865174798865,-8.606134189046944,True,False,"Descriptive adjacent-window comparison; no seasonality, COVID, selection, trends, weather, or donor adjustment."
